key,value
12253,12253
46499,46499
47016,47016
46818,46818
27297,27297
24968,24968
37711,37711
33684,33684
31833,31833
45461,45461
35758,35758
28444,28444
32958,32958
32829,32829
44629,44629
39898,39898
29776,29776
41732,41732
12479,12479
50452,50452
31067,31067
50971,50971
39883,39883
48709,48709
48287,48287
13158,13158
44649,44649
4487,4487
25204,25204
19172,19172
35225,35225
9197,9197
47108,47108
33681,33681
40099,40099
48084,48084
45652,45652
33623,33623
17667,17667
32214,32214
48207,48207
35847,35847
47352,47352
37420,37420
21688,21688
49545,49545
30568,30568
29556,29556
36168,36168
42150,42150
40866,40866
40730,40730
38857,38857
38561,38561
8771,8771
2612,2612
43005,43005
33130,33130
4332,4332
36839,36839
43731,43731
42415,42415
43241,43241
36294,36294
36678,36678
43675,43675
50461,50461
38443,38443
48624,48624
50650,50650
49987,49987
31827,31827
33223,33223
37710,37710
48540,48540
16011,16011
46046,46046
47889,47889
7881,7881
39182,39182
26489,26489
35359,35359
49759,49759
51122,51122
31306,31306
50505,50505
45063,45063
17615,17615
33999,33999
47708,47708
558,558
48914,48914
44914,44914
24076,24076
35729,35729
7713,7713
50683,50683
32983,32983
46504,46504
37865,37865
30745,30745
51005,51005
36479,36479
43773,43773
35329,35329
43271,43271
21308,21308
8151,8151
43777,43777
29310,29310
43395,43395
33270,33270
40260,40260
44585,44585
37649,37649
40469,40469
22316,22316
40935,40935
29217,29217
46154,46154
26862,26862
35453,35453
39556,39556
42311,42311
41093,41093
49202,49202
45412,45412
27922,27922
25329,25329
48130,48130
37156,37156
31331,31331
48733,48733
46100,46100
33459,33459
31715,31715
49291,49291
14765,14765
50438,50438
24093,24093
49108,49108
34555,34555
18201,18201
31643,31643
50040,50040
11090,11090
14638,14638
45496,45496
35697,35697
40476,40476
32707,32707
40388,40388
44582,44582
51099,51099
49605,49605
50085,50085
41133,41133
46007,46007
41834,41834
43107,43107
33445,33445
49409,49409
39201,39201
45968,45968
38586,38586
49213,49213
31491,31491
13810,13810
44926,44926
40276,40276
41312,41312
50403,50403
45370,45370
42441,42441
48293,48293
35626,35626
37032,37032
37407,37407
19585,19585
25325,25325
37297,37297
22749,22749
32184,32184
16280,16280
35632,35632
38712,38712
13542,13542
37139,37139
39836,39836
47372,47372
48037,48037
30135,30135
38442,38442
18041,18041
40822,40822
34080,34080
12478,12478
38408,38408
8396,8396
39668,39668
49269,49269
35443,35443
39306,39306
50115,50115
22148,22148
45609,45609
48798,48798
45805,45805
49270,49270
43323,43323
35596,35596
41167,41167
5902,5902
44842,44842
37952,37952
46693,46693
34533,34533
42989,42989
11138,11138
48802,48802
37909,37909
40307,40307
40954,40954
36435,36435
41824,41824
32366,32366
35194,35194
44655,44655
33848,33848
12050,12050
35275,35275
42266,42266
8676,8676
39994,39994
18599,18599
49823,49823
44281,44281
39659,39659
36770,36770
31239,31239
42634,42634
45571,45571
50239,50239
47491,47491
33170,33170
41302,41302
42439,42439
28806,28806
43793,43793
47329,47329
41121,41121
17309,17309
18069,18069
41974,41974
37409,37409
32609,32609
34238,34238
48610,48610
37379,37379
44087,44087
34945,34945
6085,6085
43292,43292
43853,43853
33142,33142
33605,33605
48894,48894
32911,32911
11011,11011
50656,50656
47490,47490
9118,9118
33217,33217
37351,37351
32372,32372
30869,30869
36880,36880
2231,2231
44458,44458
33441,33441
46768,46768
46991,46991
32219,32219
18566,18566
47704,47704
45138,45138
39684,39684
11517,11517
31391,31391
31850,31850
32898,32898
23890,23890
38741,38741
1528,1528
34371,34371
42701,42701
38473,38473
31967,31967
41025,41025
44155,44155
42703,42703
34726,34726
34514,34514
37696,37696
40025,40025
6317,6317
46487,46487
31375,31375
41233,41233
18802,18802
36028,36028
31166,31166
31132,31132
47294,47294
44514,44514
47548,47548
38168,38168
42832,42832
41250,41250
44034,44034
50548,50548
31597,31597
34711,34711
40233,40233
41747,41747
6568,6568
32213,32213
24643,24643
22007,22007
41294,41294
31555,31555
43108,43108
48333,48333
51055,51055
7315,7315
37636,37636
33555,33555
11795,11795
34222,34222
40590,40590
48474,48474
22814,22814
49282,49282
44451,44451
36597,36597
47533,47533
39486,39486
41141,41141
48803,48803
31125,31125
33961,33961
43765,43765
40401,40401
22120,22120
38833,38833
41893,41893
49242,49242
44775,44775
31275,31275
36200,36200
36475,36475
42184,42184
48076,48076
31509,31509
38278,38278
43850,43850
35597,35597
39712,39712
31479,31479
43220,43220
32947,32947
43439,43439
49653,49653
48968,48968
24807,24807
36673,36673
48892,48892
51075,51075
31451,31451
31437,31437
30893,30893
5296,5296
33665,33665
37369,37369
42068,42068
15105,15105
48352,48352
21766,21766
42656,42656
29930,29930
39889,39889
39722,39722
9397,9397
38811,38811
37462,37462
47660,47660
42001,42001
39937,39937
43307,43307
33337,33337
48234,48234
12502,12502
24283,24283
40878,40878
45808,45808
34546,34546
42357,42357
33656,33656
16399,16399
34450,34450
7452,7452
35180,35180
26812,26812
50337,50337
42552,42552
36706,36706
45294,45294
41446,41446
13925,13925
30934,30934
8022,8022
31222,31222
38985,38985
30602,30602
46070,46070
32762,32762
43920,43920
48398,48398
35257,35257
31552,31552
46040,46040
51132,51132
26376,26376
36582,36582
36404,36404
42961,42961
45504,45504
34671,34671
33483,33483
32645,32645
35458,35458
35071,35071
34523,34523
22891,22891
41819,41819
438,438
50762,50762
43802,43802
38447,38447
20017,20017
37437,37437
33747,33747
50848,50848
21119,21119
39711,39711
35325,35325
40390,40390
33964,33964
28646,28646
42126,42126
40194,40194
49314,49314
50297,50297
43307,43307
47990,47990
43801,43801
40014,40014
24756,24756
42461,42461
34935,34935
32959,32959
48686,48686
45502,45502
48709,48709
1424,1424
44392,44392
38948,38948
25091,25091
32698,32698
34568,34568
27031,27031
24106,24106
33369,33369
32045,32045
38661,38661
47899,47899
46590,46590
36008,36008
45043,45043
37899,37899
46936,46936
41776,41776
30726,30726
36618,36618
42625,42625
32512,32512
32618,32618
47773,47773
48474,48474
16294,16294
34323,34323
37264,37264
34908,34908
38409,38409
3377,3377
43156,43156
42554,42554
12841,12841
47636,47636
41523,41523
43367,43367
41307,41307
39454,39454
51015,51015
2840,2840
38261,38261
49262,49262
48048,48048
45207,45207
38616,38616
33860,33860
13333,13333
45946,45946
32696,32696
3235,3235
31718,31718
42127,42127
24564,24564
31267,31267
31572,31572
43242,43242
45426,45426
14212,14212
47130,47130
39134,39134
47865,47865
6287,6287
23650,23650
40094,40094
45658,45658
39328,39328
35003,35003
13060,13060
33408,33408
30303,30303
33808,33808
36496,36496
49749,49749
48119,48119
41807,41807
49339,49339
21896,21896
37721,37721
24568,24568
49052,49052
43866,43866
47672,47672
34329,34329
33855,33855
27220,27220
25865,25865
30425,30425
21189,21189
41895,41895
44379,44379
50519,50519
40459,40459
32081,32081
49506,49506
11734,11734
33822,33822
37177,37177
33813,33813
14232,14232
15460,15460
30769,30769
38754,38754
36444,36444
40067,40067
33638,33638
48001,48001
3668,3668
35258,35258
37695,37695
15080,15080
41374,41374
32196,32196
35246,35246
22033,22033
36506,36506
43409,43409
39624,39624
39997,39997
51035,51035
47148,47148
15444,15444
46272,46272
34120,34120
49608,49608
1009,1009
47657,47657
47193,47193
32432,32432
36291,36291
40458,40458
3293,3293
42083,42083
33593,33593
31832,31832
44061,44061
48441,48441
25311,25311
48721,48721
31263,31263
50904,50904
42916,42916
31710,31710
47781,47781
46447,46447
43713,43713
25394,25394
34616,34616
34693,34693
47400,47400
36793,36793
34972,34972
5929,5929
44928,44928
37992,37992
41064,41064
49721,49721
46060,46060
47401,47401
36301,36301
40129,40129
50079,50079
31132,31132
41359,41359
35868,35868
49444,49444
41769,41769
47913,47913
36589,36589
33160,33160
34661,34661
45615,45615
6225,6225
46232,46232
33447,33447
21644,21644
47755,47755
50149,50149
24929,24929
37596,37596
5970,5970
50453,50453
29463,29463
1174,1174
9064,9064
37066,37066
784,784
34145,34145
48284,48284
19437,19437
8910,8910
37681,37681
39978,39978
16965,16965
47809,47809
45646,45646
41202,41202
34640,34640
4839,4839
49871,49871
19736,19736
849,849
46266,46266
13626,13626
49821,49821
35334,35334
38928,38928
33675,33675
15177,15177
38608,38608
43772,43772
35188,35188
35521,35521
47342,47342
36611,36611
37015,37015
37459,37459
47272,47272
41609,41609
36362,36362
37208,37208
47901,47901
44266,44266
49786,49786
47138,47138
50345,50345
30955,30955
32012,32012
32054,32054
36982,36982
40964,40964
10345,10345
47283,47283
49151,49151
48814,48814
37666,37666
40415,40415
45523,45523
40324,40324
45287,45287
45150,45150
18577,18577
33853,33853
46860,46860
39807,39807
36446,36446
40882,40882
51052,51052
1193,1193
47223,47223
38075,38075
39089,39089
20162,20162
42097,42097
47166,47166
39951,39951
33012,33012
30095,30095
44322,44322
22674,22674
37862,37862
45702,45702
40036,40036
49230,49230
31227,31227
35353,35353
35231,35231
47584,47584
44607,44607
2106,2106
7414,7414
33833,33833
37384,37384
50008,50008
32313,32313
40726,40726
43282,43282
41746,41746
36551,36551
33899,33899
19879,19879
45291,45291
39616,39616
11425,11425
42255,42255
44394,44394
41721,41721
15978,15978
13013,13013
30833,30833
48505,48505
47349,47349
41444,41444
42734,42734
36438,36438
51072,51072
38085,38085
43749,43749
47117,47117
35919,35919
22486,22486
49208,49208
38317,38317
3047,3047
36302,36302
42165,42165
48064,48064
37538,37538
12146,12146
37016,37016
18535,18535
31972,31972
38506,38506
39545,39545
34009,34009
42076,42076
39621,39621
42448,42448
40958,40958
43868,43868
39932,39932
48934,48934
46593,46593
555,555
43152,43152
14361,14361
32450,32450
33017,33017
1569,1569
24120,24120
50817,50817
36287,36287
35177,35177
35196,35196
51021,51021
49415,49415
51147,51147
49255,49255
22878,22878
48244,48244
35300,35300
50298,50298
44639,44639
19651,19651
40418,40418
4337,4337
44841,44841
26641,26641
16843,16843
32664,32664
43372,43372
37299,37299
48592,48592
47705,47705
38232,38232
23476,23476
21227,21227
42141,42141
49795,49795
32271,32271
33614,33614
45288,45288
23883,23883
40862,40862
24320,24320
30307,30307
7891,7891
50971,50971
32619,32619
40209,40209
33583,33583
19421,19421
33625,33625
27082,27082
19925,19925
38696,38696
48900,48900
47623,47623
49099,49099
33057,33057
41083,41083
12215,12215
50522,50522
41078,41078
50892,50892
41255,41255
46212,46212
42859,42859
7669,7669
47518,47518
35523,35523
33985,33985
43167,43167
28149,28149
39144,39144
48546,48546
43053,43053
49569,49569
33994,33994
35942,35942
32950,32950
45899,45899
33903,33903
49442,49442
40133,40133
43539,43539
39840,39840
25378,25378
48757,48757
41008,41008
30831,30831
33984,33984
36629,36629
35960,35960
47100,47100
44017,44017
31768,31768
34558,34558
31175,31175
44537,44537
47433,47433
37527,37527
49124,49124
31302,31302
18257,18257
32926,32926
41442,41442
46381,46381
7038,7038
50250,50250
43500,43500
44466,44466
33811,33811
43484,43484
39387,39387
20842,20842
51112,51112
41814,41814
31753,31753
46720,46720
49516,49516
48618,48618
39599,39599
33522,33522
50622,50622
42344,42344
35656,35656
23644,23644
47066,47066
43054,43054
13374,13374
16850,16850
46706,46706
26424,26424
38891,38891
44327,44327
48894,48894
24007,24007
31788,31788
41820,41820
49993,49993
31245,31245
34200,34200
39889,39889
34077,34077
34555,34555
25277,25277
50867,50867
46099,46099
43163,43163
50274,50274
50409,50409
43360,43360
13249,13249
35980,35980
36047,36047
46212,46212
44343,44343
36512,36512
45370,45370
34370,34370
14409,14409
45191,45191
35368,35368
47852,47852
37040,37040
16368,16368
47732,47732
34259,34259
39611,39611
6314,6314
36889,36889
35281,35281
1258,1258
49758,49758
40591,40591
2254,2254
41151,41151
30905,30905
33337,33337
44915,44915
1627,1627
39970,39970
48667,48667
41191,41191
2623,2623
38523,38523
44684,44684
18130,18130
45095,45095
48905,48905
33769,33769
40152,40152
45150,45150
46393,46393
44737,44737
43706,43706
20444,20444
43569,43569
39029,39029
37932,37932
41481,41481
38721,38721
41826,41826
40272,40272
39093,39093
39442,39442
45677,45677
33047,33047
38212,38212
51020,51020
44433,44433
32510,32510
39317,39317
35806,35806
23655,23655
43753,43753
49961,49961
12527,12527
47329,47329
33993,33993
46809,46809
44465,44465
14805,14805
49723,49723
39225,39225
32126,32126
42547,42547
37672,37672
42708,42708
48103,48103
728,728
45781,45781
39690,39690
45207,45207
16307,16307
38826,38826
35918,35918
20704,20704
38039,38039
6229,6229
17999,17999
41685,41685
8953,8953
44934,44934
49146,49146
31924,31924
38807,38807
15223,15223
44432,44432
45441,45441
19321,19321
31411,31411
4868,4868
43067,43067
39510,39510
32520,32520
22926,22926
49572,49572
33388,33388
10888,10888
37314,37314
45221,45221
48101,48101
42322,42322
34330,34330
1051,1051
33770,33770
37861,37861
35423,35423
46129,46129
37553,37553
41531,41531
31832,31832
39755,39755
39574,39574
15219,15219
31301,31301
39562,39562
34789,34789
43843,43843
39454,39454
31318,31318
32648,32648
47247,47247
32545,32545
46494,46494
24476,24476
41662,41662
45935,45935
23751,23751
43038,43038
35171,35171
33260,33260
4351,4351
42695,42695
32877,32877
45928,45928
50353,50353
40354,40354
48308,48308
31655,31655
36671,36671
30980,30980
47865,47865
40034,40034
11057,11057
36932,36932
33231,33231
31504,31504
44752,44752
28415,28415
43713,43713
46240,46240
28190,28190
30621,30621
14355,14355
347,347
33962,33962
39261,39261
41144,41144
38175,38175
40146,40146
13102,13102
50357,50357
46872,46872
41167,41167
38811,38811
39043,39043
44843,44843
19814,19814
35404,35404
31163,31163
42895,42895
32304,32304
30550,30550
46071,46071
47337,47337
48294,48294
31391,31391
34265,34265
41940,41940
31352,31352
40232,40232
48815,48815
18699,18699
50879,50879
41810,41810
47370,47370
51064,51064
34894,34894
1135,1135
48715,48715
32024,32024
36871,36871
49091,49091
40597,40597
45364,45364
33681,33681
35817,35817
44057,44057
48796,48796
34230,34230
36236,36236
39418,39418
44476,44476
43248,43248
43044,43044
31082,31082
24461,24461
29653,29653
35205,35205
39293,39293
46408,46408
45517,45517
37195,37195
49933,49933
31430,31430
35996,35996
33819,33819
50712,50712
45406,45406
45033,45033
40416,40416
43533,43533
39813,39813
31211,31211
38907,38907
38148,38148
37631,37631
47093,47093
51033,51033
44998,44998
51031,51031
23009,23009
33100,33100
32715,32715
33282,33282
45384,45384
35641,35641
20623,20623
26854,26854
35216,35216
44472,44472
25875,25875
46767,46767
41325,41325
8494,8494
40978,40978
40742,40742
32594,32594
14946,14946
18063,18063
39756,39756
11258,11258
42417,42417
40967,40967
2341,2341
24686,24686
25123,25123
48667,48667
11828,11828
30825,30825
40913,40913
36063,36063
31934,31934
40516,40516
47513,47513
42865,42865
42930,42930
3817,3817
6011,6011
43143,43143
31571,31571
969,969
34005,34005
32837,32837
49729,49729
31690,31690
28876,28876
32826,32826
41366,41366
44653,44653
42288,42288
49470,49470
38890,38890
39451,39451
30860,30860
40994,40994
12400,12400
45807,45807
32447,32447
32799,32799
39174,39174
6364,6364
31444,31444
39968,39968
40006,40006
46957,46957
36445,36445
38865,38865
39040,39040
35255,35255
30809,30809
32416,32416
44267,44267
48735,48735
33421,33421
42548,42548
38466,38466
46156,46156
42832,42832
30406,30406
51003,51003
49118,49118
12645,12645
43878,43878
45439,45439
25639,25639
24319,24319
35659,35659
33315,33315
11955,11955
50254,50254
41826,41826
43032,43032
13223,13223
6603,6603
46325,46325
40996,40996
38484,38484
16502,16502
48494,48494
41168,41168
47520,47520
48980,48980
48513,48513
40409,40409
46333,46333
35693,35693
43564,43564
44040,44040
48109,48109
35272,35272
41503,41503
15487,15487
43479,43479
39237,39237
40310,40310
37284,37284
28811,28811
50279,50279
37460,37460
34805,34805
50105,50105
31823,31823
47988,47988
1331,1331
24838,24838
23535,23535
11182,11182
37931,37931
37514,37514
32907,32907
14494,14494
25708,25708
49514,49514
10525,10525
19407,19407
48779,48779
47377,47377
3321,3321
35433,35433
32103,32103
33404,33404
44295,44295
48222,48222
44398,44398
42567,42567
19797,19797
31262,31262
17897,17897
33408,33408
42612,42612
40434,40434
43245,43245
33880,33880
36703,36703
20375,20375
32748,32748
5579,5579
45273,45273
33145,33145
47867,47867
16323,16323
49078,49078
48161,48161
51098,51098
34988,34988
39700,39700
39586,39586
48182,48182
19366,19366
31040,31040
871,871
47487,47487
41086,41086
42051,42051
11941,11941
33426,33426
44851,44851
43605,43605
39374,39374
37520,37520
42279,42279
47507,47507
38104,38104
45140,45140
39617,39617
47481,47481
40978,40978
39307,39307
44051,44051
31083,31083
46370,46370
33900,33900
49208,49208
17802,17802
50424,50424
41652,41652
28346,28346
32184,32184
17040,17040
40386,40386
50816,50816
42248,42248
33649,33649
32172,32172
51046,51046
40705,40705
50576,50576
1553,1553
41190,41190
50076,50076
4101,4101
32758,32758
42599,42599
39617,39617
9014,9014
44392,44392
44463,44463
45535,45535
36528,36528
34912,34912
8581,8581
18399,18399
35385,35385
31357,31357
35399,35399
14583,14583
40187,40187
43832,43832
32267,32267
35836,35836
47360,47360
50068,50068
32219,32219
38901,38901
34281,34281
35030,35030
32960,32960
11408,11408
28748,28748
41593,41593
45714,45714
33699,33699
38307,38307
20224,20224
49884,49884
36082,36082
30827,30827
36821,36821
33341,33341
34666,34666
2366,2366
41264,41264
24699,24699
37490,37490
43182,43182
38962,38962
47333,47333
46565,46565
40499,40499
48099,48099
44321,44321
37935,37935
49974,49974
31262,31262
35869,35869
30921,30921
40798,40798
23563,23563
38000,38000
36013,36013
41286,41286
38897,38897
49663,49663
2913,2913
32168,32168
8071,8071
35850,35850
11631,11631
39049,39049
37413,37413
40252,40252
51161,51161
50926,50926
41123,41123
40890,40890
47053,47053
47820,47820
38462,38462
43010,43010
34114,34114
42408,42408
33865,33865
42498,42498
5262,5262
24015,24015
43378,43378
41830,41830
43726,43726
15992,15992
39866,39866
38788,38788
38010,38010
14569,14569
31776,31776
13240,13240
21325,21325
37262,37262
26064,26064
33004,33004
45830,45830
41661,41661
33179,33179
46447,46447
38890,38890
49263,49263
35862,35862
38410,38410
34221,34221
51103,51103
7545,7545
51153,51153
39964,39964
49760,49760
35032,35032
46339,46339
44649,44649
46274,46274
34171,34171
9708,9708
50488,50488
24689,24689
44074,44074
35889,35889
36810,36810
5861,5861
34468,34468
4541,4541
43319,43319
49864,49864
49922,49922
3135,3135
5447,5447
49353,49353
7281,7281
35572,35572
34216,34216
14737,14737
47758,47758
20589,20589
27970,27970
38509,38509
47971,47971
48218,48218
31400,31400
22633,22633
30937,30937
26760,26760
41739,41739
43240,43240
45292,45292
14137,14137
49694,49694
39980,39980
38728,38728
44090,44090
39906,39906
32937,32937
24484,24484
45774,45774
31408,31408
50230,50230
37540,37540
44628,44628
39604,39604
13569,13569
36779,36779
14076,14076
35232,35232
40486,40486
45205,45205
42157,42157
6696,6696
42502,42502
44020,44020
19493,19493
11042,11042
43350,43350
33637,33637
48012,48012
37262,37262
45998,45998
35670,35670
3055,3055
42049,42049
36346,36346
48113,48113
34173,34173
41601,41601
39935,39935
46266,46266
48367,48367
44046,44046
28524,28524
33806,33806
7544,7544
37394,37394
43051,43051
38310,38310
36401,36401
48788,48788
41510,41510
43373,43373
11242,11242
50392,50392
48847,48847
31930,31930
45398,45398
50105,50105
32610,32610
451,451
38710,38710
37009,37009
31700,31700
25701,25701
51051,51051
36302,36302
50315,50315
34693,34693
16799,16799
45346,45346
40065,40065
49419,49419
38586,38586
34518,34518
32229,32229
31645,31645
2591,2591
48227,48227
41351,41351
33710,33710
49400,49400
46313,46313
44815,44815
47015,47015
49390,49390
38207,38207
45675,45675
36061,36061
1465,1465
44534,44534
49704,49704
50522,50522
47010,47010
40847,40847
33270,33270
26633,26633
44331,44331
49605,49605
41268,41268
14198,14198
51061,51061
41435,41435
47696,47696
43708,43708
48104,48104
40052,40052
40197,40197
2501,2501
14195,14195
14441,14441
34859,34859
32310,32310
40849,40849
38414,38414
363,363
3457,3457
49685,49685
39333,39333
45574,45574
40460,40460
50416,50416
9681,9681
47584,47584
9646,9646
6041,6041
33235,33235
46566,46566
35673,35673
20292,20292
50786,50786
38656,38656
40824,40824
41881,41881
49702,49702
31166,31166
34119,34119
9975,9975
12895,12895
49472,49472
47818,47818
20419,20419
32771,32771
38527,38527
50271,50271
13834,13834
35900,35900
47350,47350
36550,36550
50146,50146
36738,36738
17410,17410
9324,9324
47349,47349
48834,48834
51053,51053
2494,2494
49159,49159
2250,2250
51080,51080
32546,32546
34995,34995
45531,45531
40189,40189
24273,24273
43430,43430
50623,50623
37919,37919
10559,10559
20210,20210
38519,38519
32089,32089
49095,49095
42131,42131
48496,48496
39915,39915
41351,41351
47232,47232
38635,38635
5218,5218
47600,47600
35655,35655
16858,16858
46483,46483
42872,42872
38914,38914
35656,35656
16703,16703
31853,31853
21772,21772
20054,20054
45170,45170
38812,38812
46611,46611
45994,45994
33901,33901
16071,16071
37098,37098
40922,40922
28729,28729
22604,22604
36740,36740
23055,23055
46607,46607
36335,36335
28043,28043
498,498
43366,43366
34888,34888
32583,32583
34092,34092
43345,43345
49776,49776
30352,30352
39652,39652
37742,37742
47492,47492
16958,16958
51191,51191
31508,31508
35527,35527
38287,38287
31508,31508
33477,33477
33092,33092
41657,41657
35945,35945
28171,28171
36202,36202
35044,35044
41518,41518
41503,41503
43797,43797
37244,37244
51198,51198
6556,6556
44326,44326
33850,33850
42628,42628
48481,48481
39881,39881
36687,36687
39885,39885
16757,16757
38408,38408
11025,11025
38772,38772
48557,48557
20294,20294
5269,5269
37937,37937
34720,34720
42620,42620
50925,50925
48289,48289
50347,50347
45304,45304
50525,50525
48182,48182
20354,20354
47528,47528
17314,17314
31946,31946
32850,32850
35789,35789
33880,33880
31762,31762
13835,13835
38950,38950
36217,36217
50721,50721
45679,45679
47590,47590
46358,46358
48058,48058
37188,37188
45033,45033
45948,45948
51121,51121
24599,24599
15467,15467
26530,26530
41755,41755
46481,46481
47972,47972
38749,38749
16728,16728
42176,42176
1914,1914
47490,47490
38468,38468
33904,33904
34786,34786
45876,45876
43301,43301
36476,36476
48932,48932
39171,39171
40670,40670
18970,18970
43096,43096
50798,50798
49562,49562
2758,2758
10477,10477
15942,15942
19187,19187
43114,43114
8608,8608
29166,29166
50150,50150
1998,1998
40851,40851
48064,48064
36502,36502
46964,46964
34356,34356
31467,31467
41631,41631
17345,17345
1047,1047
30798,30798
31637,31637
31993,31993
7860,7860
43044,43044
43470,43470
7838,7838
34116,34116
35451,35451
3843,3843
8489,8489
46773,46773
42683,42683
47814,47814
41623,41623
33001,33001
38477,38477
41048,41048
40798,40798
31925,31925
30158,30158
49258,49258
1790,1790
44661,44661
45514,45514
37852,37852
43000,43000
45265,45265
37353,37353
39338,39338
45130,45130
41804,41804
28723,28723
551,551
49539,49539
8908,8908
49038,49038
44194,44194
43236,43236
38319,38319
31043,31043
31457,31457
8720,8720
32256,32256
34415,34415
31616,31616
34335,34335
19026,19026
32754,32754
32371,32371
49421,49421
41980,41980
44130,44130
41231,41231
34762,34762
39358,39358
51081,51081
31206,31206
48530,48530
32601,32601
47579,47579
37192,37192
49873,49873
49592,49592
18618,18618
31621,31621
38752,38752
44053,44053
33808,33808
31946,31946
37771,37771
35833,35833
48940,48940
40591,40591
36962,36962
33705,33705
48527,48527
48574,48574
31929,31929
34905,34905
50520,50520
41099,41099
48053,48053
39305,39305
46388,46388
33953,33953
45236,45236
51197,51197
43227,43227
40851,40851
45186,45186
49810,49810
24578,24578
50811,50811
48937,48937
35131,35131
12891,12891
46235,46235
41254,41254
28224,28224
2421,2421
41813,41813
42661,42661
31160,31160
1835,1835
43584,43584
727,727
35559,35559
45652,45652
7934,7934
38244,38244
43120,43120
33425,33425
36745,36745
46046,46046
41276,41276
48214,48214
5668,5668
33064,33064
44866,44866
50628,50628
48661,48661
23733,23733
49479,49479
34667,34667
50121,50121
43287,43287
40584,40584
51146,51146
33069,33069
38883,38883
39980,39980
39598,39598
50165,50165
48351,48351
11938,11938
50408,50408
36283,36283
46413,46413
34156,34156
42643,42643
44288,44288
3818,3818
44839,44839
23169,23169
50509,50509
33311,33311
33857,33857
45470,45470
45692,45692
24561,24561
33119,33119
27925,27925
12504,12504
39984,39984
45379,45379
49459,49459
33972,33972
36316,36316
33653,33653
36771,36771
35051,35051
33489,33489
42573,42573
42442,42442
43012,43012
25312,25312
41197,41197
46787,46787
32800,32800
22473,22473
49536,49536
44312,44312
35579,35579
39191,39191
34611,34611
49943,49943
50613,50613
29207,29207
47867,47867
47888,47888
25487,25487
46053,46053
41670,41670
34721,34721
32116,32116
46252,46252
35114,35114
50955,50955
46615,46615
1131,1131
46181,46181
49983,49983
51001,51001
31049,31049
44288,44288
6477,6477
50391,50391
18960,18960
19626,19626
34792,34792
50995,50995
46738,46738
43622,43622
36237,36237
36960,36960
39063,39063
42286,42286
38968,38968
30790,30790
40123,40123
42031,42031
4557,4557
49788,49788
34117,34117
4849,4849
36718,36718
45472,45472
38636,38636
45081,45081
6223,6223
31890,31890
42872,42872
35439,35439
48447,48447
41075,41075
11876,11876
45224,45224
32644,32644
41893,41893
45221,45221
45203,45203
34808,34808
43484,43484
45956,45956
8497,8497
31179,31179
51021,51021
35677,35677
41280,41280
31958,31958
26458,26458
4793,4793
35625,35625
32090,32090
46494,46494
44085,44085
43448,43448
34233,34233
45858,45858
49121,49121
42254,42254
34239,34239
46943,46943
46348,46348
22165,22165
40243,40243
48556,48556
50593,50593
12532,12532
42449,42449
48438,48438
44608,44608
49134,49134
35009,35009
3749,3749
32271,32271
34286,34286
47654,47654
24995,24995
33925,33925
49391,49391
41280,41280
48542,48542
32428,32428
34222,34222
45668,45668
35661,35661
32536,32536
34419,34419
47948,47948
16737,16737
45322,45322
31920,31920
38642,38642
42361,42361
35678,35678
41186,41186
31649,31649
50116,50116
44604,44604
7586,7586
48795,48795
27875,27875
47720,47720
9935,9935
48496,48496
28382,28382
47638,47638
35419,35419
48368,48368
11769,11769
48574,48574
46408,46408
7494,7494
33046,33046
8266,8266
45274,45274
11078,11078
42174,42174
42947,42947
38332,38332
47025,47025
38930,38930
50728,50728
7640,7640
34958,34958
32930,32930
50254,50254
34386,34386
46151,46151
38224,38224
31189,31189
47983,47983
39525,39525
33362,33362
41105,41105
41756,41756
38260,38260
33292,33292
13110,13110
32610,32610
34494,34494
33631,33631
42735,42735
26442,26442
2210,2210
33083,33083
43070,43070
38532,38532
34606,34606
34655,34655
33840,33840
44445,44445
22159,22159
36656,36656
3483,3483
40258,40258
31393,31393
36057,36057
34657,34657
50755,50755
33671,33671
48709,48709
49669,49669
47753,47753
43909,43909
39385,39385
39355,39355
34578,34578
36184,36184
35850,35850
48300,48300
35124,35124
46723,46723
21201,21201
18716,18716
45561,45561
33783,33783
11061,11061
44975,44975
38199,38199
41272,41272
47131,47131
27911,27911
46059,46059
36813,36813
42099,42099
37184,37184
8147,8147
48939,48939
47085,47085
45732,45732
309,309
35960,35960
12041,12041
46920,46920
39300,39300
44322,44322
32389,32389
44857,44857
41031,41031
35646,35646
50073,50073
41519,41519
50689,50689
47567,47567
35634,35634
39747,39747
19938,19938
48639,48639
41116,41116
22619,22619
247,247
42331,42331
43736,43736
2567,2567
45616,45616
11577,11577
43817,43817
34346,34346
32290,32290
7272,7272
37596,37596
16116,16116
34757,34757
49684,49684
40891,40891
48859,48859
47741,47741
38239,38239
1923,1923
43210,43210
14216,14216
23132,23132
35150,35150
34463,34463
36752,36752
41233,41233
31795,31795
33390,33390
38305,38305
49456,49456
38845,38845
36219,36219
35609,35609
38652,38652
34481,34481
47504,47504
30744,30744
50447,50447
41850,41850
34735,34735
39065,39065
33500,33500
38867,38867
43980,43980
35627,35627
49558,49558
32654,32654
16228,16228
1680,1680
48404,48404
38221,38221
21455,21455
39253,39253
46018,46018
46936,46936
24472,24472
43345,43345
32378,32378
30816,30816
37665,37665
35356,35356
34910,34910
36708,36708
36255,36255
31304,31304
40588,40588
32771,32771
